t,tracked,n_obs0,n_obs1,mean0,ms
1520530319.349967,1,421,153,42.84,10.64
1520530319.399832,1,425,139,39.38,10.61
1520530319.449833,1,424,146,39.50,10.87
1520530319.499835,1,422,152,39.63,10.50
1520530319.549837,1,422,149,39.62,10.68
1520530319.599838,1,421,146,39.49,10.62
1520530319.649840,1,413,148,39.56,10.62
1520530319.699841,1,422,157,39.70,10.80
1520530319.749942,1,416,140,39.62,10.71
1520530319.800341,1,424,174,52.48,11.18
1520530319.850343,1,424,182,52.73,11.36
1520530319.900344,1,423,195,53.02,11.43
1520530319.950346,1,415,191,53.29,11.47
1520530320.000347,1,414,184,53.47,11.46
1520530320.050349,1,424,195,53.60,11.74
1520530320.100350,1,425,197,53.80,11.64
1520530320.150352,1,420,188,53.91,11.71
1520530320.200401,1,427,203,55.24,12.07
1520530320.250402,1,421,191,55.34,11.96
1520530320.300404,1,424,194,55.45,11.70
1520530320.350405,1,420,191,55.55,11.85
1520530320.400407,1,427,182,55.49,12.23
1520530320.450408,1,419,182,55.54,11.88
1520530320.500410,1,423,182,55.52,11.75
1520530320.550412,1,420,181,55.68,11.78
1520530320.599869,1,415,141,41.35,11.07
1520530320.649871,1,422,146,41.32,10.64
1520530320.699873,1,429,162,41.61,11.30
1520530320.749874,1,426,160,41.31,10.47
1520530320.799876,1,426,145,41.43,10.32
1520530320.849877,1,425,135,41.41,9.65
1520530320.899879,1,425,143,41.35,10.06
1520530320.949880,1,425,141,41.36,10.11
1520530320.999882,1,422,154,41.51,9.78
1520530321.049740,1,420,135,36.98,9.46
1520530321.099742,1,424,140,36.80,9.51
1520530321.149743,1,430,150,36.59,9.44
1520530321.199745,1,423,130,36.76,9.31
1520530321.249747,1,425,139,36.73,9.40
1520530321.299749,1,425,158,36.50,9.34
1520530321.349750,1,422,144,36.43,9.56
1520530321.399751,1,419,134,36.16,10.33
1520530321.449856,1,425,152,39.41,10.16
1520530321.499857,1,428,143,39.32,9.73
1520530321.549859,1,426,151,39.18,9.39
1520530321.599860,1,424,147,39.02,9.44
1520530321.649862,1,425,155,38.88,9.37
1520530321.699863,1,424,139,38.87,9.31
1520530321.749866,1,423,163,38.87,9.87
1520530321.799867,1,425,158,38.54,15.08
1520530321.850152,1,425,185,46.51,16.90
1520530321.900154,1,425,178,46.60,14.13
1520530321.950155,1,420,166,46.48,13.89
1520530322.000157,1,426,174,46.48,13.36
1520530322.050158,1,421,175,46.35,13.40
1520530322.100160,1,423,184,46.45,13.59
1520530322.150162,1,420,177,46.39,13.72
1520530322.200163,1,417,178,46.25,16.25
1520530322.250207,1,423,187,47.39,10.88
1520530322.300208,1,424,171,47.26,10.78
1520530322.350209,1,423,179,47.28,10.65
1520530322.400212,1,423,197,47.02,10.66
1520530322.450214,1,421,189,47.01,10.78
